,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
1/14/2011,617.4,624.27,617.08,624.18,15.65281875,4726400,0,1
1/18/2011,626.06,641.99,625.27,639.63,16.04026476,7226700,0,1
1/19/2011,642.12,642.96,629.66,631.75,15.84265476,6805300,0,1
1/20/2011,632.21,634.08,623.29,626.77,15.71776925,10960600,0,1
1/21/2011,639.58,641.73,611.36,611.83,15.34311272,17790900,0,1
1/24/2011,607.57,612.49,601.23,611.08,15.32430466,9189200,0,1
1/25/2011,608.2,620.69,606.52,619.91,15.5457382,7286300,0,1
1/26/2011,620.33,622.49,615.28,616.5,15.46022423,4072100,0,1
1/27/2011,617.89,619.7,613.2519,616.79,15.46749668,4034300,0,1
1/28/2011,619.07,620.36,599.76,600.99,15.07127358,8453700,0,1
1/31/2011,603.6,604.47,595.55,600.36,15.05547481,5604100,0,1
2/1/2011,604.49,613.355,603.111,611.04,15.32330156,5485100,0,1
2/2/2011,611,614.34,607.53,612,15.34737588,3517800,0,1
2/3/2011,609.48,611.45,606.13,610.15,15.30098267,2987200,0,1
2/4/2011,610.15,611.442,606.61,610.98,15.32179692,3098400,0,1
2/7/2011,610.16,618.39,609.21,614.295,15.40492854,3595600,0,1
2/8/2011,614.93,619.6289,614.5123,618.38,15.50736976,3386400,0,1
2/9/2011,616.87,619.45,612.34,616.5,15.46022423,3681300,0,1
2/10/2011,613.9,617.5,611.56,616.44,15.45871959,4664100,0,1
2/11/2011,613.79,625,613,624.5,15.66084352,5174600,0,1
2/14/2011,623.34,629.639,620.04,628.15,15.75237608,4251700,0,1
2/15/2011,627.32,630.09,623.1,624.15,15.65206643,4179800,0,1
2/16/2011,625.63,626.5,622.1,624.22,15.65382185,3364600,0,1
2/17/2011,621.25,627.25,620.28,625.26,15.67990236,2954600,0,1
2/18/2011,626,631.18,624.18,630.08,15.80077548,6429300,0,1
2/22/2011,620.03,624.93,607.77,610.21,15.30248731,7272500,0,1
2/23/2011,610.33,614.7,604,611.32,15.33032324,5773400,0,1
2/24/2011,611.39,613.09,601.35,608.82,15.26762971,5417900,0,1
2/25/2011,611.86,614.72,609.5,610.04,15.29822415,3860900,0,1
2/28/2011,610,616.49,608.01,613.4,15.38248426,4558400,0,1
3/1/2011,617.78,619.22,599.3035,600.76,15.06550577,6639700,0,1
3/2/2011,599.8,606,595.19,600.79,15.0662581,4049300,0,1
3/3/2011,606.38,611.49,605,609.56,15.28618699,3886700,0,1
3/4/2011,608.33,608.98,600.2,600.62,15.06199494,6015900,0,1
3/7/2011,600.55,603.69,587,591.66,14.83730133,6918400,0,1
3/8/2011,592.93,597.98,590.2,592.31,14.85360165,4565200,0,1
3/9/2011,591,594.51,585.751,591.77,14.84005984,4297600,0,1
3/10/2011,585.44,586.62,579.45,580.3,14.55242193,6249900,0,1
3/11/2011,578.22,580,573.33,576.71,14.46239402,6057900,0,1
3/14/2011,572.8,578.29,568.02,569.99,14.29387382,5626500,0,1
3/15/2011,557.5,571,555.5,569.56,14.28309053,8003100,0,1
3/16/2011,568.01,569.79,551.2801,557.1,13.97062598,7589400,0,1
3/17/2011,564.48,569,560.54,561.36,14.07745576,5792800,0,1
3/18/2011,564.64,567.99,559.74,561.06,14.06993253,6590600,0,1
3/21/2011,570.22,579.8,569.02,576.5,14.45712777,6035700,0,1
3/22/2011,577.27,579.23,572.51,577.32,14.47769125,3770000,0,1
3/23/2011,575.19,582.45,572,582.16,14.59906592,3628700,0,1
3/24/2011,585.43,588.39,578.8,586.89,14.71768207,4193200,0,1
3/25/2011,586.88,586.91,579.24,579.74,14.53837858,5711000,0,1
3/28/2011,582.07,584.99,574.71,575.36,14.42853952,4432300,0,1
3/29/2011,576,581.89,573.01,581.73,14.58828263,3206300,0,1
3/30/2011,584.38,585.5,580.5819,581.84,14.59104115,2841700,0,1
3/31/2011,583,588.1612,581.74,586.76,14.71442201,4054700,0,1
4/1/2011,588.76,595.19,588.76,591.8,14.84081217,5221100,0,1
4/4/2011,593,594.74,583.1,587.68,14.73749323,4104800,0,1
4/5/2011,581.08,581.49,565.68,569.09,14.27130415,12082900,0,1
4/6/2011,572.18,575.16,568,574.18,14.39894817,5331200,0,1
4/7/2011,575.73,580.64,574.19,580,14.54489871,5057900,0,1
4/8/2011,584.8864,584.89,578.06,578.16,14.49875627,3799700,0,1
4/11/2011,576.2,578.1,573,577.37,14.47894512,3712600,0,1
4/12/2011,575,576.915,568.05,570.61,14.30942181,4167000,0,1
4/13/2011,575.51,577.6,571.75,576.28,14.45161074,4134600,0,1
4/14/2011,575.19,579.45,572.1,578.51,14.50753337,10901600,0,1
4/15/2011,545.29,545.75,530.06,530.7,13.30858232,28059300,0,1
4/18/2011,526.42,527.664,519,526.84,13.21178351,10069500,0,1
4/19/2011,529.95,530.88,520.9,521.53,13.07862245,5362800,0,1
4/20/2011,525.9,526.82,521.39,525.73,13.18394758,6113800,0,1
4/21/2011,527.49,528.28,522.39,525.1,13.16814881,4935200,0,1
4/25/2011,525.25,527,522.01,525.05,13.16689494,3258300,0,1
4/26/2011,526.52,537.4399,525.21,532.82,13.36174643,6993000,0,1
4/27/2011,538,538.11,534.35,537.76,13.48562884,4592200,0,1
4/28/2011,538.06,539.248,534.08,537.97,13.4908951,3996000,0,1
4/29/2011,540,544.1,538.51,544.1,13.64461963,8448500,0,1
5/2/2011,545.7,545.73,537.12,538.56,13.50569077,4263100,0,1
5/3/2011,537.13,542.01,529.63,533.89,13.38857926,4158800,0,1
5/4/2011,535.17,539,533.02,535.79,13.43622634,4229700,0,1
5/5/2011,533.86,539.4212,531.5,534.27,13.39810868,3991600,0,1
5/6/2011,538.15,541.46,535.18,535.3,13.42393841,4108000,0,1
5/9/2011,535,538.49,531.1,537.68,13.48362265,3893500,0,1
5/10/2011,540,544.43,537.54,542.66,13.60850816,4081700,0,1
5/11/2011,540.14,543.5471,533.69,535.45,13.42770002,4672900,0,1
5/12/2011,535.24,536.94,530.91,535.05,13.41766906,2893700,0,1
5/13/2011,534.61,535.92,529.05,529.55,13.2797433,4213100,0,1
5/16/2011,526.31,527.27,516.4,518.42,13.0006317,5910400,0,1
5/17/2011,515.43,531.22,515.03,530.46,13.30256374,6600500,0,1
5/18/2011,529.54,530.33,525.7,529.81,13.28626342,3902400,0,1
5/19/2011,532.73,536.54,529.72,531.25,13.3223749,4932400,0,1
5/20/2011,531.8,531.99,523.13,524.03,13.14131598,4630300,0,1
5/23/2011,516.6,520,513.4,518.39,12.99987938,4595400,0,1
5/24/2011,520.37,523.962,518.15,518.26,12.99661932,3796200,0,1
5/25/2011,517.33,522.77,517.25,519.67,13.03197847,2600500,0,1
5/26/2011,517.7,522.12,515,518.13,12.99335926,4232700,0,1
5/27/2011,518.48,521.79,516.3,520.9,13.06282369,3488100,0,1
5/31/2011,525,529.05,523.5,529.02,13.26645227,5369200,0,1
6/1/2011,528.04,533.1999,525.31,525.6,13.18068752,5905800,0,1
6/2/2011,527.57,530.3,522.48,528.06,13.24237795,4404500,0,1
6/3/2011,522,527.6,521.5,523.08,13.11749244,3493500,0,1
6/6/2011,525.18,526.8182,519.25,521.06,13.06683607,3880300,0,1
6/7/2011,522.89,524.63,518.99,519.03,13.01592893,3811300,0,1
6/8/2011,516.53,521.24,515.78,519.17,13.01943976,3303400,0,1
6/9/2011,520,520,515.64,516.73,12.95825088,3374800,0,1
6/10/2011,514.08,516.69,509.29,509.505,12.77706658,4874900,0,1
6/13/2011,510,510.2,502.17,504.73,12.65732194,4849700,0,1
6/14/2011,508.15,514.08,506.99,508.37,12.74860372,4678300,0,1
6/15/2011,505.03,508.35,500.61,502.95,12.61268415,4142400,0,1
6/16/2011,502.81,506.57,496.67,500.37,12.54798443,5508400,0,1
6/17/2011,506.18,506.69,484.8,485.02,12.16304616,10480300,0,1
6/20/2011,485,486.23,479.23,484.58,12.1520121,6051100,0,1
6/21/2011,487.19,493.94,484.734,493,12.3631639,5525200,0,1
6/22/2011,491.45,492.35,486.73,487.005,12.21282482,4809300,0,1
6/23/2011,482.13,482.86,473.73,480.22,12.04267458,9593700,0,1
6/24/2011,480.68,480.75,473.02,474.88,11.9087612,7603500,0,1
6/27/2011,474,488.4,473.6,482.8,12.1073743,6882500,0,1
6/28/2011,484.02,496.2075,484.02,493.65,12.37946422,5424700,0,1
6/29/2011,496.54,500.25,492.38,497.57,12.47776767,4681300,0,1
6/30/2011,501.99,506.67,501.5,506.38,12.69869967,4851900,0,1
7/1/2011,506.74,521.18,506.38,521.028,13.06603359,7266100,0,1
7/5/2011,525.3,535.4,525.3,532.44,13.35221701,7690700,0,1
7/6/2011,533.5,538.51,533.04,535.36,13.42544306,5385800,0,1
7/7/2011,541,550.68,535.88,546.6,13.70731316,7863100,0,1
7/8/2011,532.95,537.65,527.27,531.99,13.34093218,9530800,0,1
7/11/2011,528.18,535.98,525.5,527.28,13.22281757,5672900,0,1
7/12/2011,528.16,539.42,526,534.01,13.39158855,5676700,0,1
7/13/2011,537,544,536.484,538.26,13.49816755,5574800,0,1
7/14/2011,539.12,542,526.73,528.94,13.26444607,13285700,0,1
7/15/2011,597.5,600.25,588.1601,597.62,14.9867627,27436700,0,1
7/18/2011,592.49,602.05,592,594.94,14.91955524,8927600,0,1
7/19/2011,596.14,604.68,595.53,602.55,15.11039434,5929000,0,1
7/20/2011,602.18,602.83,595.35,595.35,14.92983698,4451100,0,1
7/21/2011,594.03,608.06,594.01,606.99,15.22173805,6932000,0,1
7/22/2011,605.39,619.5,604.27,618.23,15.50360815,7049300,0,1
7/25/2011,613.36,625.4092,613,618.98,15.52241621,6256900,0,1
7/26/2011,618.05,627.4992,617.218,622.52,15.61119025,4681100,0,1
7/27/2011,617.18,620.95,604.75,607.22,15.22750585,7860900,0,1
7/28/2011,605.19,615.98,603,610.94,15.32079382,6210500,0,1
7/29/2011,604.23,614.96,603.69,603.69,15.13898259,8266500,0,1
8/1/2011,611.22,615.5,599.18,606.77,15.21622102,7924200,0,1
8/2/2011,606,609.67,591.57,592.4,14.85585861,6394700,0,1
8/3/2011,594.27,603,583.626,601.17,15.07578751,7643700,0,1
8/4/2011,594.5,598.85,577.47,577.52,14.48270673,9819300,0,1
8/5/2011,582.545,590,562,579.04,14.52082439,11846300,0,1
8/8/2011,562.98,569,544.35,546.02,13.69276826,14978200,0,1
8/9/2011,561,574.61,541.01,573.41,14.37963857,12926400,0,1
8/10/2011,561.38,564.12,547.73,549.01,13.76774972,10728400,0,1
8/11/2011,553.82,568.5,548.41,562.13,14.09676536,9651500,0,1
8/12/2011,569.5,570.5,560.4,563.77,14.13789232,6302200,0,1
8/15/2011,553.43,564.99,546.05,557.23,13.97388605,14275500,0,1
8/16/2011,552.43,552.44,530.3,539,13.51672483,13864900,0,1
8/17/2011,540.03,543.69,530.77,533.15,13.37002198,8150000,0,1
8/18/2011,523.47,524.89,500.49,504.88,12.66108355,12568800,0,1
8/19/2011,499.34,514.87,490.86,490.92,12.31100289,10809100,0,1
8/22/2011,504,507,494.53,498.17,12.49281412,9801900,0,1
8/23/2011,503.5,521.41,499.058,518.82,13.01066267,8684900,0,1
8/24/2011,519.33,530,517.23,523.29,13.1227587,7181800,0,1
8/25/2011,530.38,537.27,518.3,520.04,13.04125711,6579400,0,1
8/26/2011,519.99,530.454,513.14,526.86,13.21228506,7185400,0,1
8/29/2011,534.56,539.45,533.562,539.08,13.51873103,4666900,0,1
8/30/2011,538.19,542.99,530.81,540.7,13.55935643,5972000,0,1
8/31/2011,544.74,546.3,536,540.96,13.56587656,5381200,0,1
9/1/2011,540.75,543.83,531.216,532.5,13.35372166,4826100,0,1
9/2/2011,524.47,527.9197,520.73,524.84,13.16162869,4797500,0,1
9/6/2011,510.8,522.76,510.5,522.18,13.09492277,5426100,0,1
9/7/2011,530.45,535.939,527.4,534.03,13.3920901,5506000,0,1
9/8/2011,533.8,539.1,531.9,534.96,13.41541209,4756200,0,1
9/9/2011,531.4,534.65,521.19,524.85,13.16187946,6531000,0,1
9/12/2011,520.67,531.99,517.5,530.12,13.29403742,5335400,0,1
9/13/2011,532,533.88,523.4,529.52,13.27899097,4703600,0,1
9/14/2011,532.59,536.95,525.82,532.07,13.34293837,5383400,0,1
9/15/2011,535.5,544.98,534.56,542.56,13.60600042,5915600,0,1
9/16/2011,544.8,546.84,543.14,546.68,13.70931936,7061500,0,1
9/19/2011,540.35,549.9,535.38,546.67,13.70906858,4931800,0,1
9/20/2011,549.4,558.52,542.67,546.625,13.7079401,5552600,0,1
9/21/2011,547.69,555,538.86,539.2,13.52174032,5023500,0,1
9/22/2011,526.25,528.777,514,520.66,13.05680511,8791700,0,1
9/23/2011,516.56,526.42,514.5,525.51,13.17843055,5549000,0,1
9/26/2011,527.25,532.93,513.25,531.89,13.33842444,5263100,0,1
9/27/2011,538.2,547.05,536.05,539.34,13.52525115,6015700,0,1
9/28/2011,541.5,544.02,527.7,528.84,13.26193833,4522000,0,1
9/29/2011,536.04,537.3,519.41,527.5,13.2283346,5807300,0,1
9/30/2011,520.21,524,514.38,515.04,12.91587005,5441700,0,1
10/3/2011,509.85,512,495,495.52,12.42635898,8939800,0,1
10/4/2011,490.03,503.44,480.596,501.9,12.58635287,8309200,0,1
10/5/2011,496.35,507.8,480.77,504.7,12.65656962,9059100,0,1
10/6/2011,507.5,515.23,502.6,514.71,12.90759451,6841700,0,1
10/7/2011,516.83,520.5,510.3,515.12,12.91787625,5706000,0,1
10/10/2011,525.18,537.47,523.2,537.17,13.47083317,4639700,0,1
10/11/2011,533.46,546.8,533.46,543.18,13.62154842,5701000,0,1
10/12/2011,548.13,555.23,544.63,548.5,13.75496024,6349200,0,1
10/13/2011,550.03,559,548.02,558.99,14.01802229,11363800,0,1
10/14/2011,599.47,599.6,587.57,591.68,14.83780288,17042700,0,1
10/17/2011,583.72,591.83,578,582.41,14.60533527,8008300,0,1
10/18/2011,580.19,592.56,577.4,590.51,14.8084623,7593900,0,1
10/19/2011,587.34,592.06,579.22,580.7,14.5624529,5857100,0,1
10/20/2011,581.9,588.89,579.51,583.67,14.63693281,6751200,0,1
10/21/2011,589.51,592.75,586.7,590.49,14.80796076,6775200,0,1
10/24/2011,586.72,599.97,586.5,596.42,14.95666981,6846900,0,1
10/25/2011,593.1,595,582.85,583.16,14.62414333,5075900,0,1
10/26/2011,589.55,590.18,572.86,586.31,14.70313718,5740400,0,1
10/27/2011,598.42,602.7,593.3,598.67,15.01309398,7553000,0,1
10/28/2011,594.52,602.3,594.25,600.14,15.04995778,5010900,0,1
10/31/2011,595.09,599.69,591.67,592.64,14.86187719,5110400,0,1
11/1/2011,580.1,585.51,576.75,578.65,14.5110442,6243900,0,1
11/2/2011,584.9,587.96,580.48,584.82,14.66577183,4237500,0,1
11/3/2011,587,597.5,583.72,597.5,14.98375341,5334200,0,1
11/4/2011,593.5,599.74,592.43,596.14,14.94964813,5663900,0,1
11/7/2011,593.32,608.78,592.23,608.33,15.25534178,6708000,0,1
11/8/2011,609,614.37,603.6,612.34,15.3559022,6052700,0,1
11/9/2011,604.26,609.39,598.66,600.95,15.07027048,7414500,0,1
11/10/2011,605.935,605.9473,591.56,595.08,14.92306608,5731000,0,1
11/11/2011,601.3,612.09,598.6,608.35,15.25584333,7946000,0,1
11/14/2011,608,618.08,607.78,613,15.37245329,6371000,0,1
11/15/2011,612.8,618.08,610.5,616.56,15.46172888,5346600,0,1
11/16/2011,612.08,618.3,610.61,611.47,15.33408485,5211700,0,1
11/17/2011,610.05,612.29,596.78,600.87,15.06826429,6979600,0,1
11/18/2011,602,604.5,593.75,594.88,14.91805059,6568800,0,1
11/21/2011,587.76,588.5,572.09,580.94,14.56847148,5996500,0,1
11/22/2011,580,584.97,575.24,580,14.54489871,4805700,0,1
11/23/2011,575.35,580.25,570.11,570.11,14.29688311,4646900,0,1
11/25/2011,565.19,574.27,561.33,563,14.11858271,3121600,0,1
11/28/2011,579.37,588.82,576.5,588.19,14.75028271,5652100,0,1
11/29/2011,587.88,590.36,581.33,582.93,14.61837552,3659900,0,1
11/30/2011,597.95,599.51,592.09,599.39,15.03114972,6787200,0,1
12/1/2011,600,616,599,613.77,15.3917629,7233900,0,1
12/2/2011,617.05,624,616.26,620.36,15.55702304,8163200,0,1
12/5/2011,627.64,631.9,622.4,625.65,15.68968255,6388600,0,1
12/6/2011,622.99,628.62,620.24,623.77,15.64253701,4648300,0,1
12/7/2011,621.68,625.66,618.1,623.39,15.6330076,4510000,0,1
12/8/2011,621.04,627.45,615.3,616.05,15.4489394,4821300,0,1
12/9/2011,618,629.13,617.01,627.42,15.73406957,5526800,0,1
12/12/2011,621.88,626.18,620.29,625.39,15.68316242,4363400,0,1
12/13/2011,628.76,636.5599,622.85,625.63,15.689181,8048300,0,1
12/14/2011,621.848,624.32,612.49,618.07,15.49959577,7799500,0,1
12/15/2011,622.52,624,618.69,619.54,15.53645956,4812300,0,1
12/16/2011,624.32,629.32,621.47,625.96,15.69745654,8909600,0,1
12/19/2011,628.01,628.5,620,621.83,15.59388683,4282700,0,1
12/20/2011,628,631.84,627.99,630.37,15.80804793,4771600,0,1
12/21/2011,630.01,631.82,618.96,625.82,15.69394571,4990800,0,1
12/22/2011,627.95,631.73,627.01,629.7,15.79124606,3640900,0,1
12/23/2011,632,634.68,630.56,633.14,15.87751236,2904400,0,1
12/27/2011,632.05,644.49,632,640.25,16.05581276,3209500,0,1
12/28/2011,642.75,645,638.1,639.7,16.04202018,4250100,0,1
12/29/2011,641.49,643,635.2,642.4,16.10972919,3147600,0,1
12/30/2011,642.02,646.76,642.02,645.9,16.19750013,3561000,0,1
1/3/2012,652.94,668.15,652.37,665.41,16.68676043,7345600,0,1
1/4/2012,665.03,670.25,660.62,668.28,16.7587326,5722200,0,1
1/5/2012,662.13,663.97,656.23,659.01,16.526265,6559200,0,1
1/6/2012,659.15,660,649.79,650.02,16.30081907,5380400,0,1
1/9/2012,646.5,647,621.23,622.46,15.6096856,11633500,0,1
1/10/2012,629.75,633.8,616.91,623.14,15.62673824,8782400,0,1
1/11/2012,623.5,629.39,621.124,625.96,15.69745654,4795200,0,1
1/12/2012,631.22,632.89,626.5,629.64,15.78974142,3746600,0,1
1/13/2012,626.26,626.95,621.06,624.99,15.67313146,4609900,0,1
1/17/2012,631.98,631.98,625.68,628.58,15.76315936,3814700,0,1
1/18/2012,626.63,634,622.12,632.91,15.87174455,5517800,0,1
1/19/2012,640.99,640.99,631.46,639.57,16.03876012,12597900,0,1
1/20/2012,590.53,591,581.7,585.99,14.6951124,21131400,0,1
1/23/2012,586,588.66,583.16,585.52,14.68332602,6818900,0,1
1/24/2012,586.32,587.68,578,580.93,14.5682207,6105400,0,1
1/25/2012,577.51,578.71,566.38,569.49,14.28133511,9965400,0,1
1/26/2012,571.98,574.48,564.55,568.1,14.24647751,6445900,0,1
1/27/2012,570.78,580.32,569.33,579.98,14.54439716,7227700,0,1
1/30/2012,578.05,580,573.4,577.69,14.48696989,4656300,0,1
1/31/2012,583,584,575.15,580.11,14.54765722,4280500,0,1
2/1/2012,584.94,585.5,579.14,580.83,14.56571296,4636700,0,1
2/2/2012,584.87,586.41,582.08,585.11,14.67304428,4824500,0,1
2/3/2012,590.66,597.07,588.05,596.33,14.95441284,6330600,0,1
2/6/2012,595.01,610.83,594.01,609.09,15.27440061,7351800,0,1
2/7/2012,607.15,609.39,603.7622,606.77,15.21622102,4180000,0,1
2/8/2012,608.64,611.35,604.7417,609.85,15.29345944,3669100,0,1
2/9/2012,612.02,614.5,609,611.46,15.33383408,4524800,0,1
2/10/2012,607.88,608.13,604,605.91,15.19465444,4645700,0,1
2/13/2012,610.5,613.8385,610.02,612.2,15.35239136,3628900,0,1
2/14/2012,611.54,612,604.76,609.76,15.29120248,3603700,0,1
2/15/2012,612.93,612.93,602.56,605.56,15.18587735,4846900,0,1
2/16/2012,602.82,608.81,597.73,606.52,15.20995166,5056700,0,1
2/17/2012,604.97,607.63,602.4,604.64,15.16280613,4893300,0,1
2/21/2012,603.87,617.88,602.88,614,15.3975307,4956600,0,1
2/22/2012,611.96,616.78,606.71,607.94,15.24556159,3930000,0,1
2/23/2012,605.6512,607.94,600.35,606.11,15.19966992,4105800,0,1
2/24/2012,607.35,611.65,605.51,609.9,15.29471331,3867300,0,1
2/27/2012,606.59,612.36,605.06,609.31,15.27991764,3624100,0,1
2/28/2012,610,619.77,607.68,618.39,15.50762054,5689500,0,1
2/29/2012,618.6,625.6,615.5,618.25,15.5041097,6267500,0,1
3/1/2012,622.26,625.7,618.15,622.4,15.60818096,4470900,0,1
3/2/2012,622,624,620.32,621.25,15.57934194,3143400,0,1
3/5/2012,620.43,622.49,611.38,614.25,15.40380006,3183400,0,1
3/6/2012,608.05,608.81,593.84,604.96,15.1708309,6342400,0,1
3/7/2012,609.05,611.1878,605.86,606.8,15.21697334,2526400,0,1
3/8/2012,610.04,611.5,606.35,607.14,15.22549966,2688300,0,1
3/9/2012,607.95,611.9,600,600.25,15.05271629,5335800,0,1
3/12/2012,600,607,599.26,605.15,15.17559561,3334600,0,1
3/13/2012,608.75,617.85,605.552,617.78,15.49232332,4487100,0,1
3/14/2012,615,622.78,613.46,615.99,15.44743475,5867900,0,1
3/15/2012,616.6,623.5,614.83,621.13,15.57633265,4865300,0,1
3/16/2012,620.89,625.908,620.05,625.04,15.67438533,6094800,0,1
3/19/2012,623.12,637.27,621.241,633.98,15.89857739,4341200,0,1
3/20/2012,630.92,636.06,627.27,633.49,15.88628945,3077900,0,1
3/21/2012,634.61,647.39,632.51,639.98,16.04904185,4934200,0,1
3/22/2012,638.5,648.8,631,646.05,16.20126174,4815500,0,1
3/23/2012,646.6,648.5,640.9,642.59,16.1144939,3876500,0,1
3/26/2012,645,649.49,639.54,649.33,16.28351565,3634700,0,1
3/27/2012,647.03,653.5,644.8,647.02,16.22558683,4010300,0,1
3/28/2012,652.03,658.589,651.08,655.76,16.44476341,5072700,0,1
3/29/2012,653.44,656.59,644.3,648.41,16.26044443,3844700,0,1
3/30/2012,651.75,653.49,641,641.24,16.08063939,4616700,0,1
4/2/2012,640.77,647.5,634.84,646.92,16.22307909,4563800,0,1
4/3/2012,645.41,647.95,638.64,642.62,16.11524622,4085700,0,1
4/4/2012,638.45,639,631.1,635.15,15.92791796,3251900,0,1
4/5/2012,632.24,636.43,628.57,632.32,15.85694888,4632700,0,1
4/9/2012,628.48,635.33,625.29,630.84,15.81983431,4361000,0,1
4/10/2012,633.52,634.5,624.55,626.86,15.72002621,4959000,0,1
4/11/2012,633.97,636,631.3,635.96,15.94823066,4393600,0,1
4/12/2012,642.35,653.14,640.26,651.01,16.3256457,11501600,0,1
4/13/2012,647.55,648.99,623.54,624.6,15.66335126,16302200,0,1
4/16/2012,623,623.81,601.66,606.07,15.19866683,11372800,0,1
4/17/2012,608.56,617.69,607.01,609.57,15.28643777,6041700,0,1
4/18/2012,608.05,612.8,602.81,607.45,15.23327366,5333600,0,1
4/19/2012,605.69,616.26,599,599.3,15.02889275,6582600,0,1
4/20/2012,604.25,608.85,595.83,596.06,14.94764194,6110600,0,1
4/23/2012,592.9,598.45,590.2,597.6,14.98626115,4391200,0,1
4/24/2012,598.24,606.63,597.32,601.27,15.07829525,3854300,0,1
4/25/2012,604,611.35,602.88,609.72,15.29019938,3638500,0,1
4/26/2012,610.91,618,609.7,615.47,15.4343945,4180800,0,1
4/27/2012,615.02,616.74,610.6,614.98,15.42210657,3269500,0,1
4/30/2012,612.99,616.082,600.61,604.85,15.16807239,4809700,0,1
5/1/2012,603.79,611.6,600.19,604.43,15.15753987,4000500,0,1
5/2/2012,601.2,608.11,600.61,607.26,15.22850895,3219700,0,1
5/3/2012,609.62,614.83,608.95,611.02,15.32280002,3732200,0,1
5/4/2012,605.92,607.8885,596.81,596.97,14.97046238,4410300,0,1
5/7/2012,595,610.57,595,607.55,15.2357814,3985000,0,1
5/8/2012,605.53,616.9,600.7,612.79,15.36718703,5349200,0,1
5/9/2012,606.82,616.38,601.81,609.15,15.27590526,4652900,0,1
5/10/2012,612.96,616.19,610.23,613.66,15.38900438,3068700,0,1
5/11/2012,610.35,614.55,604.77,605.23,15.1776018,4194600,0,1
5/14/2012,600.78,608.5,600.58,604,15.14675659,3645100,0,1
5/15/2012,605.35,615,603.75,611.11,15.32505698,4199900,0,1
5/16/2012,617.96,630.1,615.94,628.93,15.77193646,9660500,0,1
5/17/2012,633.83,637.85,621.23,623.05,15.62448128,6700800,0,1
5/18/2012,625.1,632.42,596.7,600.4,15.0564779,11935000,0,1
5/21/2012,600.51,615.694,600,614.11,15.40028922,6144600,0,1
5/22/2012,613.44,613.81,596,600.8,15.06650887,6097600,0,1
5/23/2012,601.65,609.6,597.12,609.46,15.28367925,6349800,0,1
5/24/2012,609.16,611.92,598.868,603.66,15.13823027,3778800,0,1
5/25/2012,601,601.73,588.28,591.53,14.83404126,7156600,0,1
5/29/2012,595.81,599.13,588.32,594.34,14.90450879,5206100,0,1
5/30/2012,588.16,591.9,583.53,588.23,14.75128581,3809500,0,1
5/31/2012,588.72,590,579,580.86,14.56646528,5930600,0,1
6/1/2012,571.79,572.65,568.35,570.98,14.31870046,6109600,0,1
6/4/2012,570.22,580.49,570.01,578.59,14.50953956,4860500,0,1
6/5/2012,575.45,578.13,566.47,570.41,14.30440633,4675100,0,1
6/6/2012,576.48,581.97,573.61,580.57,14.55919283,4187400,0,1
6/7/2012,587.6,587.89,577.25,578.23,14.50051169,3513400,0,1
6/8/2012,575.85,581,574.58,580.45,14.55618354,2817900,0,1
6/11/2012,584.21,585.3175,566.69,568.5,14.25650848,5316800,0,1
6/12/2012,569.77,570.3,558.58,565.1,14.17124528,6441900,0,1
6/13/2012,561.72,567,558.68,561.09,14.07068486,3904400,0,1
6/14/2012,561.3,565.07,556.5201,559.05,14.01952694,4685100,0,1
6/15/2012,560.34,564.52,557.09,564.51,14.1564496,5996300,0,1
6/18/2012,562.62,574.21,559.25,570.85,14.31544039,4988800,0,1
6/19/2012,573.59,584.28,573.1201,581.53,14.58326715,4148200,0,1
