,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
6/28/2013,874.9,881.84,874.191,880.37,22.07740082,4693900,0,1
7/1/2013,886.45,892.08,885,887.88,22.26573218,3446100,0,1
7/2/2013,890.2,891,877.27,882.31,22.126051,3779200,0,1
7/3/2013,880.02,889.17,878.5,886.43,22.22936994,2091900,0,1
7/5/2013,890.01,895.41,887.34,893.49,22.40641646,3400300,0,1
7/8/2013,899.21,906.27,897.084,905.09,22.69731444,3935000,0,1
7/9/2013,911,912.95,897.98,905.24,22.70107605,3954800,0,1
7/10/2013,903.45,911.135,900.38,905.99,22.71988411,3413300,0,1
7/11/2013,913,920.81,908.52,920.24,23.07723722,5163200,0,1
7/12/2013,920,923,915.24,923,23.14645088,5131200,0,1
7/15/2013,924.3,928,916.36,924.69,23.1888317,3917000,0,1
7/16/2013,927.13,927.97,913.9,919.608,23.0613883,3962000,0,1
7/17/2013,921,926.86,916.3,918.55,23.03485639,3009100,0,1
7/18/2013,918.99,920,903.19,910.68,22.83749717,7261700,0,1
7/19/2013,886.61,902.95,875.61,896.598,22.48435706,14703800,0,1
7/22/2013,902,912.67,897,910.7,22.83799871,5800500,0,1
7/23/2013,910.7,913,899.57,903.8,22.66496457,4087300,0,1
7/24/2013,907.26,910.3,900.7,902.9,22.6423949,4152800,0,1
7/25/2013,893.87,896.85,886.08,887.7,22.26121825,5996100,0,1
7/26/2013,886.99,889.99,882,885.35,22.20228633,3551800,0,1
7/29/2013,884.9,894.82,880.89,882.27,22.1250479,3780000,0,1
7/30/2013,885.46,895.61,880.87,890.92,22.34196751,3507600,0,1
7/31/2013,892.99,896.509,886.18,887.75,22.26247212,4342600,0,1
8/1/2013,895,904.55,895,904.22,22.67549709,4272500,0,1
8/2/2013,903.44,907,900.82,906.57,22.734429,3424300,0,1
8/5/2013,905.39,905.525,899.2,905,22.69505747,2616700,0,1
8/6/2013,904.69,909.709,895.73,896.57,22.48365489,3009100,0,1
8/7/2013,895.04,898.45,889.09,890.65,22.33519661,2755600,0,1
8/8/2013,895.49,895.84,885.295,892.66,22.38560221,2973000,0,1
8/9/2013,890.56,895.52,890,890.41,22.32917803,2644700,0,1
8/12/2013,886.9,887,881.65,885.51,22.20629872,2751200,0,1
8/13/2013,886.83,888.5,876.2,881.25,22.09946894,2836700,0,1
8/14/2013,878.37,880.23,867.16,869.81,21.81258336,4160200,0,1
8/15/2013,864.44,864.92,858,859.66,21.55804763,3734600,0,1
8/16/2013,861.28,862.44,856.54,856.908,21.48903459,3346800,0,1
8/19/2013,857.71,872,857.45,865.65,21.70826132,3618100,0,1
8/20/2013,868.35,872.11,863.54,865.42,21.70249352,2463500,0,1
8/21/2013,870.65,876.909,866.5,869.33,21.8005462,3511000,0,1
8/22/2013,872.7,874.75,870.25,873.71,21.91038526,1738000,0,1
8/23/2013,877.83,878,869.75,870.21,21.82261432,2152000,0,1
8/26/2013,870,874.9,866.05,866.39,21.72681861,2102800,0,1
8/27/2013,859.62,863.73,847.9,850.15,21.31956144,3464700,0,1
8/28/2013,850.25,855.41,847.77,848.55,21.27943759,2657100,0,1
8/29/2013,849.07,860.38,848.59,855.43,21.45197018,2954000,0,1
8/30/2013,855.76,858.04,845.56,846.9,21.23805986,3719400,0,1
9/3/2013,854.36,866.19,853.95,860.38,21.57610336,4091100,0,1
9/4/2013,860.35,873.5,855.17,871.634,21.85832455,4078300,0,1
9/5/2013,873.5,879.88,871.61,879.56,22.05708812,2580000,0,1
9/6/2013,882.44,883.78,873.74,879.58,22.05758967,3120000,0,1
9/9/2013,883.73,889.75,882.42,888.054,22.27009565,2466700,0,1
9/10/2013,890.02,892,884.0001,888.67,22.28554334,2572600,0,1
9/11/2013,888.54,896.97,886.08,896.19,22.47412547,3217900,0,1
9/12/2013,897.4,897.9,890.01,893.064,22.39573348,2188800,0,1
9/13/2013,894.5,895.68,884.84,889.068,22.29552415,2648100,0,1
9/16/2013,896.2,897,884.87,887.76,22.26272289,2670300,0,1
9/17/2013,887.41,888.395,881,886.11,22.22134516,2516200,0,1
9/18/2013,886.35,903.97,883.0701,903.32,22.65292742,3865500,0,1
9/19/2013,905.99,905.99,895.4,898.39,22.52929578,3192600,0,1
9/20/2013,898.39,904.13,895.62,903.11,22.64766116,8681900,0,1
9/23/2013,896.15,901.59,885.2,886.5,22.23112535,3551200,0,1
9/24/2013,886.5,890.1,881.4,886.84,22.23965167,2970600,0,1
9/25/2013,886.55,886.55,875.6,877.23,21.99865775,3294700,0,1
9/26/2013,878.3,882.75,875,878.17,22.02223052,2517200,0,1
9/27/2013,874.82,877.52,871.31,876.39,21.97759272,2515000,0,1
9/30/2013,869.08,880.84,868.31,875.91,21.96555557,3441300,0,1
10/1/2013,880.25,887.67,880.05,887.004,22.24376437,3366200,0,1
10/2/2013,882.73,889.355,877.82,887.99,22.2684907,2987600,0,1
10/3/2013,888,894.1,872.1,876.09,21.9700695,4229700,0,1
10/4/2013,875,877.5099,870,872.35,21.87627998,2713200,0,1
10/7/2013,867.45,873.99,864.11,865.74,21.71051829,2584600,0,1
10/8/2013,865.32,865.98,851.63,853.67,21.40783393,3883500,0,1
10/9/2013,856.28,862.65,842.98,855.86,21.46275346,5297200,0,1
10/10/2013,863.84,868.83,860.21,868.24,21.77321182,4506000,0,1
10/11/2013,866.03,873.48,865.3,871.99,21.86725211,2814900,0,1
10/14/2013,866.66,876.25,865.39,876.11,21.97057105,2484700,0,1
10/15/2013,875.76,885.63,874,882.01,22.11852778,3180600,0,1
10/16/2013,885.87,898.33,884.01,898.029,22.52024283,4011100,0,1
10/17/2013,892.99,896.9,885.73,888.794,22.28865294,8504600,0,1
10/18/2013,976.58,1015.46,974,1011.41,25.36354483,23109600,0,1
10/21/2013,1011.46,1019,999.55,1003.3,25.16016703,7249300,0,1
10/22/2013,1005,1013,995.791,1007,25.25295345,4412700,0,1
10/23/2013,1001,1034.75,1000.63,1031.41,25.86509306,5321000,0,1
10/24/2013,1031.87,1040.57,1024.8,1025.55,25.71813943,4180000,0,1
10/25/2013,1028.82,1028.82,1010.74,1015.2,25.45858822,4056900,0,1
10/28/2013,1015.2,1023.43,1012.98,1015,25.45357274,2315000,0,1
10/29/2013,1019.1,1036.94,1013.5,1036.24,25.98621696,3206700,0,1
10/30/2013,1037.43,1037.51,1026,1030.42,25.84026643,2645500,0,1
10/31/2013,1028.93,1041.52,1023.97,1030.58,25.84427881,3276700,0,1
11/1/2013,1031.79,1036,1025.1,1027.04,25.75550478,2564000,0,1
11/4/2013,1031.5,1032.37,1022.03,1026.11,25.73218278,2275300,0,1
11/5/2013,1020.35,1031.65,1017.42,1021.52,25.61707746,2360400,0,1
11/6/2013,1025.6,1027,1015.37,1022.75,25.64792268,1823900,0,1
11/7/2013,1022.61,1023.93,1007.64,1007.95,25.27677699,3355800,0,1
11/8/2013,1008.75,1018.5,1008.5,1016.03,25.47940247,2579000,0,1
11/11/2013,1009.51,1015.93,1008,1010.59,25.34298136,2222900,0,1
11/12/2013,1007.7,1017.56,1005,1011.78,25.37282348,2433700,0,1
11/13/2013,1006.75,1032.85,1006.5,1032.47,25.89167512,3155600,0,1
11/14/2013,1033.92,1039.75,1030.35,1035.23,25.96088878,2331000,0,1
11/15/2013,1034.87,1038,1030.31,1033.56,25.9190095,2550000,0,1
11/18/2013,1035.75,1048.74,1029.24,1031.55,25.8686039,3515800,0,1
11/19/2013,1031.72,1034.75,1023.05,1025.2,25.70936234,2260900,0,1
11/20/2013,1029.95,1033.36,1020.36,1022.31,25.63688862,1925400,0,1
11/21/2013,1027,1038.31,1026,1034.07,25.93179898,2181400,0,1
11/22/2013,1033.42,1036.17,1029.22,1031.89,25.87713022,2505800,0,1
11/25/2013,1037.16,1053.19,1035.02,1045.93,26.22921708,3222700,0,1
11/26/2013,1048.6,1061.5,1042.94,1058.41,26.54218318,4568000,0,1
11/27/2013,1062.03,1068,1060,1063.11,26.66004701,2244900,0,1
11/29/2013,1062.16,1066.62,1059.45,1059.59,26.57177452,2383200,0,1
12/2/2013,1063.51,1066.35,1050.76,1054.48,26.44362895,2743600,0,1
12/3/2013,1050.95,1063.44,1049.02,1053.26,26.41303451,3348800,0,1
12/4/2013,1051.37,1063.98,1050,1058.18,26.53641537,2380800,0,1
12/5/2013,1057.2,1059.66,1051.09,1057.34,26.51535035,2265100,0,1
12/6/2013,1069.79,1070,1060.08,1069.87,26.82957031,2854700,0,1
12/9/2013,1070.99,1082.31,1068.02,1078.14,27.03696051,2962200,0,1
12/10/2013,1076.15,1092.31,1075.65,1084.66,27.20046523,3704000,0,1
12/11/2013,1087.4,1091.32,1075.17,1077.29,27.01564471,3420100,0,1
12/12/2013,1079.57,1082.94,1069,1069.96,26.83182728,3189800,0,1
12/13/2013,1075.4,1076.29,1057.88,1060.79,26.60186742,4320400,0,1
12/16/2013,1064,1074.69,1062.01,1072.98,26.90756106,3200700,0,1
12/17/2013,1072.82,1080.76,1068.38,1069.86,26.82931954,3068300,0,1
12/18/2013,1071.85,1084.95,1059.04,1084.75,27.2027222,4416100,0,1
12/19/2013,1080.77,1091.99,1079.08,1086.22,27.23958599,3328000,0,1
12/20/2013,1088.3,1101.17,1088,1100.62,27.60070072,6516600,0,1
12/23/2013,1107.84,1115.8,1105.12,1115.1,27.96382164,3439700,0,1
12/24/2013,1114.97,1115.24,1108.1,1111.84,27.88206928,1466900,0,1
12/26/2013,1114.01,1119,1108.69,1117.46,28.02300433,2672900,0,1
12/27/2013,1120,1120.28,1112.94,1118.4,28.0465771,3136200,0,1
12/30/2013,1120.34,1120.5,1109.02,1109.46,27.82238504,2469700,0,1
12/31/2013,1112.24,1121,1106.26,1120.71,28.10450592,2713000,0,1
1/2/2014,1115.46,1117.75,1108.26,1113.12,27.91416836,3639100,0,1
1/3/2014,1115,1116.93,1104.93,1105,27.71053978,3330000,0,1
1/6/2014,1113.01,1118.86,1106.44,1117.32,28.01949349,3535000,0,1
1/7/2014,1125,1139.69,1121.16,1138.86,28.55966094,5100000,0,1
1/8/2014,1146,1147.32,1133.29,1141.23,28.6190944,4480500,0,1
1/9/2014,1143.44,1144.22,1125.56,1130.24,28.34349365,4164800,0,1
1/10/2014,1139.08,1139.08,1122.25,1130.18,28.341989,4282700,0,1
1/13/2014,1126.47,1146.91,1117.17,1122.98,28.16143164,4832900,0,1
1/14/2014,1137.95,1151,1128.09,1149.4,28.82397686,4960200,0,1
1/15/2014,1152.99,1155,1143.79,1148.62,28.80441647,3896400,0,1
1/16/2014,1149.1,1157.93,1148,1156.22,28.9950048,3364400,0,1
1/17/2014,1156.85,1160.63,1144.2,1150.53,28.85231433,5397100,0,1
1/21/2014,1160.93,1164,1151.3,1163.7,29.18258384,3955800,0,1
1/22/2014,1166.61,1167.89,1158.86,1165.02,29.21568602,3139600,0,1
1/23/2014,1160,1162.49,1154.37,1160.1,29.09230516,3894300,0,1
1/24/2014,1151.01,1153.54,1123,1123.83,28.18274744,7777200,0,1
1/27/2014,1126.1,1126.5,1082.27,1101.23,27.61599794,8698400,0,1
1/28/2014,1110.32,1125.75,1109.94,1123.01,28.16218396,4415900,0,1
1/29/2014,1119.12,1121.75,1099.42,1106.92,27.75868841,4755000,0,1
1/30/2014,1145,1152.49,1127.25,1135.39,28.47264232,10172600,0,1
1/31/2014,1171.35,1186.54,1151.13,1180.97,29.61567074,11121400,0,1
2/3/2014,1179.2,1181.72,1132,1133.43,28.42349059,9129000,0,1
2/4/2014,1137.99,1155,1137.01,1138.16,28.54210675,5618100,0,1
2/5/2014,1143.38,1150.77,1128.02,1143.2,28.6684969,4784200,0,1
2/6/2014,1151.13,1160.16,1147.55,1159.96,29.08879432,3889300,0,1
2/7/2014,1167.63,1177.9,1160.56,1177.44,29.52714748,5267100,0,1
2/10/2014,1171.8,1182.4,1169.02,1172.93,29.41404835,3886500,0,1
2/11/2014,1180.17,1191.87,1172.21,1190.18,29.8466337,4097400,0,1
2/12/2014,1189,1190,1181.38,1186.69,29.75911353,3445500,0,1
2/13/2014,1180.75,1199.9,1179.66,1199.9,30.09038614,3669100,0,1
2/14/2014,1195.61,1204.39,1192.8,1202.8,30.16311063,4369000,0,1
2/18/2014,1201.41,1212.87,1200,1210.88,30.36573612,4213500,0,1
2/19/2014,1205.3,1209.22,1197.5,1202.34,30.15157502,4202900,0,1
2/20/2014,1203.14,1206.88,1200.22,1204.11,30.19596204,3398100,0,1
2/21/2014,1207.81,1209.87,1202.84,1203.79,30.18793727,3720800,0,1
2/24/2014,1205.36,1220.16,1205.1,1212.51,30.4066123,3345200,0,1
2/25/2014,1215.94,1224.5,1210.42,1220,30.59444211,2874500,0,1
2/26/2014,1224,1228.88,1213.76,1220.17,30.59870527,3960400,0,1
2/27/2014,1218.39,1224.24,1217.01,1219.21,30.57463096,2517400,0,1
2/28/2014,1220.34,1224.19,1206.22,1215.65,30.48535537,4622500,0,1
3/3/2014,1206.75,1207.84,1192.14,1202.69,30.16035212,4205300,0,1
3/4/2014,1215,1216,1209.5,1214.91,30.46679809,2932400,0,1
3/5/2014,1215.05,1223.08,1211.41,1218.26,30.55080742,2468100,0,1
3/6/2014,1222.28,1226.14,1218.6,1219.61,30.58466192,2533600,0,1
3/7/2014,1226.8,1226.99,1211.44,1214.79,30.4637888,3027100,0,1
3/10/2014,1215.69,1217.64,1204.09,1211.57,30.38303953,2426700,0,1
3/11/2014,1213.77,1214.32,1196.64,1199.99,30.09264311,3422500,0,1
3/12/2014,1196.4,1207.85,1184.19,1207.3,30.27595898,3924600,0,1
3/13/2014,1207.95,1210.5,1184.76,1189.06,29.818547,4686500,0,1
3/14/2014,1181.99,1190.87,1172.53,1172.8,29.41078829,4583200,0,1
3/17/2014,1179.25,1197.07,1178.11,1192.1,29.89478233,4319800,0,1
3/18/2014,1194.67,1211.53,1193.06,1211.26,30.37526553,3626300,0,1
3/19/2014,1211.8,1211.99,1194.41,1199.25,30.07408582,3222500,0,1
3/20/2014,1199.95,1209.61,1195.36,1197.16,30.02167403,3366000,0,1
3/21/2014,1206.31,1209.63,1182.45,1183.04,29.66758098,6410500,0,1
3/24/2014,1184.19,1184.9,1145.95,1157.93,29.03788718,6068100,0,1
3/25/2014,1166,1169.84,1147,1158.72,29.05769833,4815500,0,1
3/26/2014,1162.01,1171.57,1131.5,1131.97,28.38687757,5154800,0,1
3/27/2014,1130.85,1131.94,1102.1,1114.28,27.94325816,7636700,0,1
3/28/2014,1119,1133.19,1117.77,1120.15,28.09046257,4513200,0,1
3/31/2014,1130.4,1135,1112.85,1114.51,27.94902597,3880700,0,1
4/1/2014,1120.27,1137.5,1118,1134.89,28.46010361,2181000,0,1
4/2/2014,1141.9,1144.8,1124,1135.1,28.46536987,4168000,0,1
4/3/2014,573.39,588.3,566.01,571.5,28.575,4018300,567.9717,1
4/4/2014,578.55,579.7173,544.494,545.25,27.2625,5363700,0,1
4/7/2014,544.79,549.85,530.53,540.63,27.0315,3961600,0,1
4/8/2014,545.05,559.88,544.7,557.51,27.8755,3482500,0,1
4/9/2014,565.84,567.8,555.38,567.04,28.352,3031600,0,1
4/10/2014,568,568.21,545.5,546.69,27.3345,3294500,0,1
4/11/2014,537.94,547.59,533.4,537.76,26.888,3174700,0,1
4/14/2014,543.66,553.02,540.52,545.2,27.26,2541200,0,1
4/15/2014,551,552.89,530.64,548.7,27.435,3997800,0,1
4/16/2014,557.7,564,553.1,563.9,28.195,4582200,0,1
4/17/2014,556.32,557,539.4,543.34,27.167,5614700,0,1
4/21/2014,544,544,534,539.37,26.9685,2425100,0,1
4/22/2014,536,547.995,536,545.5,27.275,2331100,0,1
4/23/2014,543.67,544.8,528.1277,537.51,26.8755,1955700,0,1
4/24/2014,541.69,542.5,531,534.44,26.722,2067400,0,1
4/25/2014,532.26,533.86,522.5,523.1,26.155,2370000,0,1
4/28/2014,525.8,525.9,511,522.98,26.149,3752800,0,1
4/29/2014,523.89,537.76,523,536.33,26.8165,2535200,0,1
4/30/2014,535.12,536.34,529.09,534.88,26.744,2038500,0,1
5/1/2014,534.25,539.91,532.86,538.53,26.9265,2004300,0,1
5/2/2014,541.44,542.4,533.27,533.87,26.6935,1780800,0,1
5/5/2014,530.24,535.72,527.58,535.33,26.7665,1228400,0,1
5/6/2014,533.41,534.548,522.2601,522.57,26.1285,1835000,0,1
5/7/2014,523.25,524.43,511.09,518,25.9,3074300,0,1
5/8/2014,515.72,527.35,514.46,520.17,26.0085,2452000,0,1
5/9/2014,518.65,527.35,514.28,526.62,26.331,2261200,0,1
5/12/2014,531.84,538.75,527.51,538.43,26.9215,1948400,0,1
5/13/2014,539.58,543.99,537.9,541.54,27.077,2012000,0,1
5/14/2014,541.82,541.82,533.11,534.41,26.7205,1280900,0,1
5/15/2014,533.14,533.9999,525.31,529.12,26.456,1832900,0,1
5/16/2014,529.6,530.84,523.57,528.3,26.415,1907700,0,1
5/19/2014,528.88,539.35,525.66,538.83,26.9415,1976500,0,1
5/20/2014,540,546.35,536.57,540.39,27.0195,2425300,0,1
5/21/2014,542.9,549.75,542.11,549.7,27.485,1564700,0,1
5/22/2014,552.2,557.96,551,555.45,27.7725,2149700,0,1
5/23/2014,558.13,565,554.17,563.8,28.19,2672500,0,1
5/27/2014,567.78,574.87,564.15,574.87,28.7435,2185800,0,1
5/28/2014,574.57,577.66,569.952,570.45,28.5225,1581600,0,1
5/29/2014,573.39,573.48,568.4525,570.56,28.528,1411100,0,1
5/30/2014,571.64,572.58,565.79,571.65,28.5825,1871700,0,1
6/2/2014,569.75,570.41,556.7,564.34,28.217,1660500,0,1
6/3/2014,560.9,562.4,552.5275,554.51,27.7255,2031300,0,1
6/4/2014,551.52,558.58,548.56,553.76,27.688,1729100,0,1
6/5/2014,557.11,565,555.05,564.93,28.2465,1793400,0,1
6/6/2014,568.16,568.7999,559.58,566.03,28.3015,1740200,0,1
6/9/2014,566.75,572,565.22,570.73,28.5365,1529700,0,1
6/10/2014,568.78,572,566.13,568.3,28.415,1483800,0,1
6/11/2014,565.92,568.97,563.68,567.5,28.375,1129000,0,1
6/12/2014,567,567,557.15,559.5,27.975,1546500,0,1
6/13/2014,560.08,560.65,553.72,560.35,28.0175,1353300,0,1
6/16/2014,557.25,557.99,550,552.3,27.615,1938500,0,1
6/17/2014,552.36,553.74,547.47,550.615,27.53075,1477600,0,1
6/18/2014,552.8,561.4,551.58,560.66,28.033,2060600,0,1
6/19/2014,561.15,565,556.6679,564.99,28.2495,2627400,0,1
6/20/2014,566.45,566.77,559.37,566.52,28.326,3160600,0,1
6/23/2014,564.35,574.44,563.5,574.29,28.7145,1722800,0,1
6/24/2014,574.22,582.25,569.16,572.54,28.627,2844300,0,1
6/25/2014,573.55,587.3,573.26,585.93,29.2965,2114700,0,1
6/26/2014,589.3,589.6,579.6,584.77,29.2385,2002300,0,1
6/27/2014,585.45,587.88,582.62,585.69,29.2845,2021300,0,1
6/30/2014,586.76,587.71,583.29,584.67,29.2335,1478900,0,1
7/1/2014,587.65,593.66,586.29,591.49,29.5745,1643200,0,1
7/2/2014,592.26,594.15,589.11,590.78,29.539,1195800,0,1
7/3/2014,591.7,594.25,589,593.08,29.654,898900,0,1
7/7/2014,593.51,595.645,587.94,590.76,29.538,1336700,0,1
7/8/2014,586.365,587.97,574,578.4,28.92,2125200,0,1
7/9/2014,578.95,584.1,577,583.36,29.168,1372800,0,1
7/10/2014,573,585.25,572.1001,580.04,29.002,1436200,0,1
7/11/2014,581,588.23,580.575,586.65,29.3325,1511600,0,1
7/14/2014,590.6,594.86,586.693,594.26,29.713,1951600,0,1
7/15/2014,595.15,595.2999,585.31,593.06,29.653,1673800,0,1
7/16/2014,596.89,597,590.25,590.62,29.531,1440800,0,1
7/17/2014,588.97,589.5,576.85,580.82,29.041,2935300,0,1
7/18/2014,603.01,606.7,590.92,605.11,30.2555,4871600,0,1
7/21/2014,601.35,604.16,594.45,598.44,29.922,2237900,0,1
7/22/2014,599.7,608.89,599.2576,603.57,30.1785,1881600,0,1
7/23/2014,602.05,607.05,601.35,605.19,30.2595,1106000,0,1
7/24/2014,605.53,608.91,601,603.01,30.1505,1355000,0,1
7/25/2014,599.25,601,595.75,598.08,29.904,1360000,0,1
7/28/2014,597.75,601.098,592.59,599.02,29.951,1358100,0,1
7/29/2014,597.7,598.49,592.17,593.95,29.6975,1366600,0,1
7/30/2014,595.81,598.45,592.7,595.44,29.772,1215100,0,1
7/31/2014,588.96,591.9899,577.68,579.55,28.9775,2309500,0,1
8/1/2014,578.555,583.43,570.3,573.6,28.68,2213300,0,1
8/4/2014,576.51,583.82,572.26,582.27,29.1135,1519400,0,1
8/5/2014,579.38,580.2,570.31,573.14,28.657,1643800,0,1
8/6/2014,569.5,578.644,567.45,574.49,28.7245,1322800,0,1
8/7/2014,576.05,578.31,569.43,571.81,28.5905,1163000,0,1
8/8/2014,572.02,579.5639,569.02,577.94,28.897,1493300,0,1
8/11/2014,579,579.69,575.298,577.25,28.8625,1171300,0,1
8/12/2014,575,575.9,569.91,572.12,28.606,1394500,0,1
8/13/2014,576.45,586.125,575.2,584.56,29.228,1899400,0,1
8/14/2014,586.69,587.8,580.92,584.65,29.2325,1272900,0,1
8/15/2014,587.5,589.47,580.76,583.71,29.1855,1723400,0,1
8/18/2014,587.1,595.05,586.55,592.7,29.635,1466000,0,1
8/19/2014,595.59,597.81,594.44,597.11,29.8555,1043200,0,1
8/20/2014,596.95,596.99,593.001,595.41,29.7705,967300,0,1
8/21/2014,594.9,595.25,591.101,592.42,29.621,1132000,0,1
8/22/2014,593.27,594.99,589.8,592.54,29.627,877200,0,1
8/25/2014,594.77,595.58,589.26,590.57,29.5285,1295600,0,1
8/26/2014,592,592.05,587.45,588.12,29.406,1471700,0,1
8/27/2014,587.81,589.37,580.9,583,29.15,1364600,0,1
8/28/2014,580.02,584.71,577.88,580.32,29.016,1405800,0,1
8/29/2014,582.35,582.8999,578.24,582.36,29.118,1206100,0,1
9/2/2014,582.95,589.3,582.4,588.63,29.4315,1583000,0,1
9/3/2014,591.73,594.49,586.5,589.52,29.476,1579000,0,1
9/4/2014,592.13,598,590.6,593.14,29.657,1630800,0,1
9/5/2014,595.13,598.5,593.55,597.78,29.889,1799100,0,1
9/8/2014,599.14,603.52,598.0231,601.63,30.0815,1599200,0,1
9/9/2014,600.27,600.6,590.48,591.97,29.5985,1571200,0,1
9/10/2014,591.74,593.72,587.14,593.42,29.671,1160100,0,1
9/11/2014,590,591.945,586.04,591.11,29.5555,1501400,0,1
9/12/2014,590.39,591.48,583.28,584.9,29.245,1851500,0,1
9/15/2014,582.24,583.92,577.01,581.64,29.082,1545400,0,1
9/16/2014,580.95,590.15,580.95,588.78,29.439,1579600,0,1
9/17/2014,589.51,596.07,587.12,593.29,29.6645,1719500,0,1
9/18/2014,595.05,597.56,593.02,597.27,29.8635,1494500,0,1
9/19/2014,599.49,605.4,597.76,605.4,30.27,4191600,0,1
9/22/2014,602.5,603.8,593.12,597.27,29.8635,1785101,0,1
9/23/2014,595,596.65,590.24,591.18,29.559,1398949,0,1
9/24/2014,591.57,600.11,590.3,598.42,29.921,1754676,0,1
9/25/2014,596.99,598.07,584.74,585.25,29.2625,1663317,0,1
9/26/2014,585.93,589.5739,585,587.9,29.395,1289090,0,1
9/29/2014,581.83,589.31,581.57,587.81,29.3905,1144982,0,1
9/30/2014,587.49,591,584.5,588.41,29.4205,1571688,0,1
10/1/2014,586.8,588.72,578.02,579.63,28.9815,1449686,0,1
10/2/2014,578,583.24,574.05,580.88,29.044,1536935,0,1
10/3/2014,584.1,588.29,583.5,586.25,29.3125,1214593,0,1
10/6/2014,589.95,592.4,585.4,587.78,29.389,1286130,0,1
10/7/2014,584.9,585.85,574.1,574.1,28.705,1546228,0,1
10/8/2014,574.79,584.69,567.64,583.74,29.187,2210360,0,1
10/9/2014,581.61,582.53,569.03,570.81,28.5405,2413453,0,1
10/10/2014,567.47,575.23,555.01,555.19,27.7595,2979673,0,1
10/13/2014,555.13,560.875,544.43,544.75,27.2375,2756508,0,1
10/14/2014,550.14,558.63,544.5,548.69,27.4345,2610033,0,1
10/15/2014,542.08,543.915,528.422,540.73,27.0365,3836222,0,1
10/16/2014,527,540.99,524.95,536.92,26.846,3805046,0,1
10/17/2014,540.45,543.45,518.41,522.97,26.1485,5998740,0,1
10/20/2014,520.45,533.16,519.14,532.38,26.619,2749830,0,1
10/21/2014,537.27,538.77,530.2,538.03,26.9015,2460140,0,1
10/22/2014,541.05,550.76,540.23,542.69,27.1345,2974550,0,1
10/23/2014,548.28,557.4,545.5,553.65,27.6825,2153678,0,1
10/24/2014,554.98,555,545.16,548.9,27.445,2175767,0,1
10/27/2014,547.76,554,547.2,549.88,27.494,1598409,0,1
10/28/2014,551.71,559.2,550.43,558.94,27.947,1739666,0,1
10/29/2014,560.85,564.97,555.98,558.45,27.9225,2053355,0,1
10/30/2014,558.25,562.5,552.13,560.27,28.0135,1612469,0,1
10/31/2014,568.3,568.73,564.81,567.87,28.3935,2341539,0,1
11/3/2014,563.53,567.15,561.63,563.77,28.1885,1544338,0,1
11/4/2014,561.16,564.79,558.3,564.19,28.2095,1386509,0,1
11/5/2014,566.79,566.9,554.15,555.95,27.7975,1645264,0,1
11/6/2014,555.5,556.799,550.58,551.69,27.5845,1650721,0,1
11/7/2014,555.6,555.6,549.35,551.82,27.591,1589131,0,1
11/10/2014,552.4,560.63,551.62,558.23,27.9115,1304481,0,1
11/11/2014,558.52,562.5,556.2419,561.29,28.0645,1100179,0,1
11/12/2014,561.15,561.25,555.5,558.25,27.9125,1094114,0,1
11/13/2014,560.81,560.8199,554.09,556.44,27.822,1510989,0,1
11/14/2014,558,558,552.51,555.19,27.7595,1425060,0,1
11/17/2014,555.19,555.19,544.44,546.64,27.332,1680621,0,1
11/18/2014,547.93,552.79,543.8,544.51,27.2255,1822166,0,1
11/19/2014,544.75,548.22,539.19,547.2,27.36,1517286,0,1
11/20/2014,542.09,545.38,541.5,543.76,27.188,1750758,0,1
11/21/2014,551.04,551.04,545,545.89,27.2945,2505988,0,1
11/24/2014,546.57,551.19,544.15,547.48,27.374,1653773,0,1
11/25/2014,547.21,552.5,546.91,549.23,27.4615,1903589,0,1
11/26/2014,549.23,549.88,545.23,547.73,27.3865,1480294,0,1
11/28/2014,547,549.6,544.4801,549.08,27.454,1210061,0,1
12/1/2014,545.09,548.79,538.62,539.65,26.9825,1994399,0,1
12/2/2014,539.45,541.85,534.657,538.59,26.9295,2073974,0,1
12/3/2014,537.5,541.405,535.21,536.97,26.8485,1623977,0,1
12/4/2014,537.64,542.69,534.89,542.58,27.129,1633688,0,1
12/5/2014,536.7,538.2,527.26,528.08,26.404,3070118,0,1
12/8/2014,529.22,533.815,527,530.73,26.5365,3231818,0,1
12/9/2014,525.875,536.65,523.41,536.11,26.8055,2168813,0,1
12/10/2014,535.9,539.36,527.49,528.04,26.402,2316204,0,1
12/11/2014,530.01,537.04,529.16,532.11,26.6055,2073290,0,1
12/12/2014,527.44,532.24,521.46,521.51,26.0755,2371543,0,1
12/15/2014,523.76,525.37,515.397,515.84,25.792,2621977,0,1
12/16/2014,513.6,515.58,497.19,498.16,24.908,4349882,0,1
12/17/2014,499.86,509.07,499.11,506.45,25.3225,3639437,0,1
12/18/2014,515.99,516.25,506.56,514.62,25.731,3876732,0,1
12/19/2014,516.99,520.81,508.86,520.04,26.002,4872059,0,1
12/22/2014,520.61,532.97,520.59,532.3,26.615,3319461,0,1
12/23/2014,534.51,542.3,533.72,538.77,26.9385,2877222,0,1
12/24/2014,538.82,540.29,535.1,536.93,26.8465,737848,0,1
12/26/2014,536.93,543.25,535.49,541.52,27.076,1113464,0,1
12/29/2014,540.5,543.93,537.16,537.31,26.8655,2218632,0,1
